NAME,ADDRESS,CITY,STATE,ZIP,LATITUDE,LONGITUDE,GEOLOCATION
SURGICAL HOSPITAL AT SOUTHWOODS,7630 SOUTHERN BLVD,YOUNGSTOWN,OH,44512,41.015475655,-80.655617677,"(41.015475655, -80.655617677)"
SAN JUAN REGIONAL MEDICAL CENTER,801 WEST MAPLE STREET,FARMINGTON,NM,87401,36.7238351880001,-108.216817849,"(36.7238351880001, -108.216817849)"
ROOSEVELT GENERAL HOSPITAL,42121 UNITED STATES HIGHWAY 70,PORTALES,NM,88130,34.168903388000004,-103.362263885,"(34.168903388000004, -103.362263885)"
KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86409,35.2200708440001,-114.036977425,"(35.2200708440001, -114.036977425)"
UNIVERSITY OF NEW MEXICO HOSPITAL,2211 LOMAS BOULEVARD NORTHEAST,ALBUQUERQUE,NM,87106,35.0881527270001,-106.61718787299999,"(35.0881527270001, -106.61718787299999)"
HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,34.480453987,-114.338789749,"(34.480453987, -114.338789749)"
DIXIE REGIONAL MEDICAL CENTER,544 SOUTH 400 EAST (FLOOD ST),SAINT GEORGE,UT,84770,37.0990663200001,-113.57586463,"(37.0990663200001, -113.57586463)"
MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 WEST MAIN STREET,COLDWATER,OH,45828,40.480755908,-84.638904251,"(40.480755908, -84.638904251)"
UPPER VALLEY MEDICAL CENTER,3130 NORTH COUNTY ROAD 25A,TROY,OH,45373,40.085874431,-84.229927999,"(40.085874431, -84.229927999)"
GRANDVIEW HOSPITAL & MEDICAL CENTER,405 GRAND AVENUE,DAYTON,OH,45405,39.770040754,-84.20223362199991,"(39.770040754, -84.20223362199991)"
KETTERING MEDICAL CENTER,3535 SOUTHERN BOULEVARD,KETTERING,OH,45429,39.697286574,-84.19242951699991,"(39.697286574, -84.19242951699991)"
DESTINY SPRINGS HEALTHCARE,17300 NORTH DYSART ROAD,SURPRISE,AZ,85378,33.6411283690001,-112.34380724799999,"(33.6411283690001, -112.34380724799999)"
GENESIS HOSPITAL,2951 MAPLE AVENUE,ZANESVILLE,OH,43701,39.9748082890001,-82.01650066100001,"(39.9748082890001, -82.01650066100001)"
BANNER DESERT MEDICAL CENTER,1400 S. DOBSON RD.,MESA,AZ,85202,33.3894771600001,-111.877567506,"(33.3894771600001, -111.877567506)"
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX CAMPUS,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,33.464421444,-112.05738173799999,"(33.464421444, -112.05738173799999)"
SIERRA SURGERY HOSPITAL,1400 MEDICAL PKWY,CARSON CITY,NV,89703,39.200201545,-119.78419393899999,"(39.200201545, -119.78419393899999)"
VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,LAS VEGAS,NV,89106,36.1632161630001,-115.166393321,"(36.1632161630001, -115.166393321)"
MERCY MEDICAL CENTER,701 TENTH STREET SE,CEDAR RAPIDS,IA,52403,41.9782564650001,-91.65582856399999,"(41.9782564650001, -91.65582856399999)"
ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,SANDY,UT,84094,40.575905152000104,-111.853961435,"(40.575905152000104, -111.853961435)"
MERCY HOSPITAL,500 EAST MARKET STREET,IOWA CITY,IA,52245,41.663871483,-91.5279013639999,"(41.663871483, -91.5279013639999)"
UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,41.6608156890001,-91.5475474199999,"(41.6608156890001, -91.5475474199999)"
FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,1201 S MAIN ST,CROWN POINT,IN,46307,41.3956203400001,-87.366975004,"(41.3956203400001, -87.366975004)"
SARTORI MEMORIAL HOSPITAL,515 COLLEGE STREET,CEDAR FALLS,IA,50613,42.53353888,-92.45793731,"(42.53353888, -92.45793731)"
AULTMAN HOSPITAL,2600 SIXTH STREET SW,CANTON,OH,44710,40.797319151000096,-81.403062215,"(40.797319151000096, -81.403062215)"
UNITYPOINT HEALTH MARSHALLTOWN,THREE SOUTH FOURTH AVENUE,MARSHALLTOWN,IA,50158,42.048404639000104,-92.90683107,"(42.048404639000104, -92.90683107)"
MARICOPA MEDICAL CENTER,2601 E ROOSEVELT,PHOENIX,AZ,85008,33.4578470960001,-112.026412963,"(33.4578470960001, -112.026412963)"
"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 S. CRISMON ROAD,MESA,AZ,85209,33.391497073000004,-111.611163283,"(33.391497073000004, -111.611163283)"
LAWRENCE & MEMORIAL HOSPITAL,365 MONTAUK AVE,NEW LONDON,CT,6320,41.336451777,-72.104976458,"(41.336451777, -72.104976458)"
WILLIAM W BACKUS HOSPITAL,326 WASHINGTON ST,NORWICH,CT,6360,41.5427735580001,-72.08931880899999,"(41.5427735580001, -72.08931880899999)"
ABRAZO WEST CAMPUS HOSPITAL DEVELOPMENT OF WEST PHOENIX,13677 W MCDOWELL ROAD,GOODYEAR,AZ,85338,33.461821968,-112.35316695799999,"(33.461821968, -112.35316695799999)"
WATERBURY HOSPITAL,64 ROBBINS ST,WATERBURY,CT,6721,41.5597588460001,-73.05870520399999,"(41.5597588460001, -73.05870520399999)"
SAINT MARYS HOSPITAL,56 FRANKLIN ST,WATERBURY,CT,6706,41.5532058590001,-73.036710488,"(41.5532058590001, -73.036710488)"
CLAIBORNE MEMORIAL MEDICAL CENTER,620 EAST COLLEGE STREET,HOMER,LA,71040,32.794064377,-93.06174950100001,"(32.794064377, -93.06174950100001)"
BRIDGEPORT HOSPITAL,267 GRANT STREET,BRIDGEPORT,CT,6610,41.189377381999996,-73.166594716,"(41.189377381999996, -73.166594716)"
ST VINCENT'S MEDICAL CENTER,2800 MAIN ST,BRIDGEPORT,CT,6606,41.2010451800001,-73.201702241,"(41.2010451800001, -73.201702241)"
DANBURY HOSPITAL,24 HOSPITAL AVE,DANBURY,CT,6810,41.4050509030001,-73.446194863,"(41.4050509030001, -73.446194863)"
LAKE CITY MEDICAL CENTER,340 NW COMMERCE DR,LAKE CITY,FL,32055,30.1837289960001,-82.68774474899999,"(30.1837289960001, -82.68774474899999)"
EXCELA HEALTH LATROBE HOSPITAL,1 MELLON WAY,LATROBE,PA,15650,40.3211439390001,-79.39466010699991,"(40.3211439390001, -79.39466010699991)"
EXCELA HEALTH WESTMORELAND HOSPITAL,532 WEST PITTSBURGH STREET,GREENSBURG,PA,15601,40.300795195,-79.554513288,"(40.300795195, -79.554513288)"
WARREN GENERAL HOSPITAL,"TWO CRESCENT PARK WEST, PO BOX 68",WARREN,PA,16365,41.843328000999996,-79.1546099999999,"(41.843328000999996, -79.1546099999999)"
BANNER PAYSON REGIONAL,807 S. PONDEROSA,PAYSON,AZ,85541,34.230076782,-111.320651146,"(34.230076782, -111.320651146)"
CANONSBURG GENERAL HOSPITAL,100 MEDICAL BOULEVARD,CANONSBURG,PA,15317,40.2459700000001,-80.1906739999999,"(40.2459700000001, -80.1906739999999)"
MONONGAHELA VALLEY HOSPITAL,1163 COUNTRY CLUB ROAD,MONONGAHELA,PA,15063,40.1822060000001,-79.911216001,"(40.1822060000001, -79.911216001)"
ROBERT PACKER HOSPITAL,ONE GUTHRIE SQUARE,SAYRE,PA,18840,41.9802300010001,-76.520727001,"(41.9802300010001, -76.520727001)"
ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVE,SYRACUSE,NY,13203,43.055933075,-76.15006167199991,"(43.055933075, -76.15006167199991)"
ARIA HEALTH BUCKS COUNTY,380 NORTH OXFORD VALLEY ROAD,LANGHORNE,PA,19114,40.1830520010001,-74.867443001,"(40.1830520010001, -74.867443001)"
GRAND VIEW HOSPITAL,700 LAWN AVENUE,SELLERSVILLE,PA,18960,40.3629220010001,-75.32604000100001,"(40.3629220010001, -75.32604000100001)"
LOWER BUCKS HOSPITAL,501 BATH ROAD,BRISTOL,PA,19007,40.1050915550001,-74.8672635349999,"(40.1050915550001, -74.8672635349999)"
OSS ORTHOPAEDIC SPECIALTY HOSPITAL,1861 POWDER MILL ROAD,YORK,PA,17402,39.9169224070001,-76.69554465399992,"(39.9169224070001, -76.69554465399992)"
PHOENIX ER & MEDICAL HOSPITAL,3050 SOUTH DOBSON ROAD,CHANDLER,AZ,85248,33.2609326960001,-111.88207142799999,"(33.2609326960001, -111.88207142799999)"
YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,PA,17405,39.945698,-76.71850100099991,"(39.945698, -76.71850100099991)"
UPMC MERCY,1400 LOCUST STREET,PITTSBURGH,PA,15219,40.4360990000001,-79.98511399899999,"(40.4360990000001, -79.98511399899999)"
OHIO VALLEY GENERAL HOSPITAL,25 HECKEL ROAD,MCKEES ROCKS,PA,15136,40.472603928000105,-80.091140625,"(40.472603928000105, -80.091140625)"
UPMC PRESBYTERIAN,200 LOTHROP STREET,PITTSBURGH,PA,15213,40.442783616,-79.960706769,"(40.442783616, -79.960706769)"
UPMC ST MARGARET,815 FREEPORT ROAD,PITTSBURGH,PA,15215,40.4894183050001,-79.8960707319999,"(40.4894183050001, -79.8960707319999)"
COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,COLUMBUS,NE,68601,41.4551780480001,-97.38490108100001,"(41.4551780480001, -97.38490108100001)"
MIDWEST SURGICAL HOSPITAL LLC,7915 FARNAM DRIVE,OMAHA,NE,68114,41.257670003,-96.0375520859999,"(41.257670003, -96.0375520859999)"
CHILDRENS HOSPITAL OF PITTSBURGH,ONE CHILDRENS HOSPITAL DR 4401 PENN AVE,PITTSBURGH,PA,15224,40.4665287440001,-79.95299036899999,"(40.4665287440001, -79.95299036899999)"
FORBES HOSPITAL,2570 HAYMAKER ROAD,MONROEVILLE,PA,15146,40.4284430010001,-79.747652,"(40.4284430010001, -79.747652)"
GOOD SAMARITAN REGIONAL HEALTH CENTER MT VERNON,1 GOOD SAMARITAN WAY,MT. VERNON,IL,62864,38.2974176980001,-88.938580385,"(38.2974176980001, -88.938580385)"
ST. MARY'S MEDICAL CENTER,201 WEST R.D. MIZE RD,BLUE SPRINGS,MO,64014,39.0260671460001,-94.2638575189999,"(39.0260671460001, -94.2638575189999)"
ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,PITTSBURGH,PA,15212,40.4570630010001,-80.0034019989999,"(40.4570630010001, -80.0034019989999)"
UPMC MCKEESPORT,1500 FIFTH AVENUE,MCKEESPORT,PA,15132,40.3517962060001,-79.849853737,"(40.3517962060001, -79.849853737)"
JEFFERSON REGIONAL MEDICAL CENTER,"565 COAL VALLEY ROAD, P O BOX 18119",PITTSBURGH,PA,15236,40.3174455910001,-79.93364976699999,"(40.3174455910001, -79.93364976699999)"
NORTHSHORE HEALTHSYSTEM DBA GLENBROOK HOSPITAL,2100 PFINGSTEN ROAD,GLENVIEW,IL,60026,42.092538491,-87.85272133299999,"(42.092538491, -87.85272133299999)"
LOCK HAVEN HOSPITAL,24 CREE DRIVE,LOCK HAVEN,PA,17745,41.131598733000004,-77.470211588,"(41.131598733000004, -77.470211588)"
BUCKTAIL MEDICAL CENTER,1001 PINE STREET,RENOVO,PA,17764,41.327863001,-77.736493001,"(41.327863001, -77.736493001)"
ST LUKE'S MINERS MEMORIAL HOSPITAL,360 WEST RUDDLE STREET,COALDALE,PA,18218,40.8213881450001,-75.914030214,"(40.8213881450001, -75.914030214)"
HOSPITAL OF FOX CHASE CANCER CENTER,333 COTTMAN AVENUE,PHILADELPHIA,PA,19111,40.070776176,-75.0907162829999,"(40.070776176, -75.0907162829999)"
PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE RESURRECTION MEDICAL CENTER,7435 WEST TALCOTT AVENUE,CHICAGO,IL,60631,41.9875391960001,-87.813565535,"(41.9875391960001, -87.813565535)"
ARIA HEALTH FRANKFORD,4900 FRANKFORD AVENUE,PHILADELPHIA,PA,19114,40.0195431430001,-75.081875,"(40.0195431430001, -75.081875)"
HAHNEMANN UNIVERSITY HOSPITAL,230 NORTH BROAD STREET,PHILADELPHIA,PA,19102,39.9575369940001,-75.1630301989999,"(39.9575369940001, -75.1630301989999)"
ST JOSEPHS HOSPITAL,9515 HOLY CROSS LN,BREESE,IL,62230,38.626224967,-89.52373134700001,"(38.626224967, -89.52373134700001)"
VAN WERT COUNTY HOSPITAL,1250 S WASHINGTON STREET,VAN WERT,OH,45891,40.850642902000104,-84.5787606759999,"(40.850642902000104, -84.5787606759999)"
ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,FRANKLIN,OH,45005,39.498340495,-84.31425139399991,"(39.498340495, -84.31425139399991)"
MARIETTA MEMORIAL HOSPITAL,401 MATTHEW STREET,MARIETTA,OH,45750,39.43170107,-81.464163927,"(39.43170107, -81.464163927)"
MERCY HOSPITAL WALDRON,1341 WEST SIXTH STREET,WALDRON,AR,72958,34.8945535780001,-94.105867995,"(34.8945535780001, -94.105867995)"
CONEMAUGH MEYERSDALE MEDICAL CENTER,200 HOSPITAL DRIVE,MEYERSDALE,PA,15552,39.809104999999995,-79.02509600100001,"(39.809104999999995, -79.02509600100001)"
GEISINGER WYOMING VALLEY MEDICAL CENTER,1000 EAST MOUNTAIN DRIVE,WILKES-BARRE,PA,18711,41.257365,-75.8089899989999,"(41.257365, -75.8089899989999)"
ELLWOOD CITY HOSPITAL,724 PERSHING STREET,ELLWOOD CITY,PA,16117,40.8699700000001,-80.275655999,"(40.8699700000001, -80.275655999)"
LANSDALE HOSPITAL,100 MEDICAL CAMPUS DRIVE,LANSDALE,PA,19446,40.2503,-75.27142099999999,"(40.2503, -75.27142099999999)"
MAIN LINE HOSPITAL LANKENAU,100 LANCASTER AVENUE,WYNNEWOOD,PA,19096,39.988434001,-75.260865001,"(39.988434001, -75.260865001)"
GEISINGER -LEWISTOWN HOSPITAL,400 HIGHLAND AVENUE,LEWISTOWN,PA,17044,40.617723002,-77.56801799999991,"(40.617723002, -77.56801799999991)"
UPMC HORIZON,110 NORTH MAIN STREET,GREENVILLE,PA,16125,41.4116550000001,-80.372017001,"(41.4116550000001, -80.372017001)"
SHARON REGIONAL HEALTH SYSTEM,740 EAST STATE STREET,SHARON,PA,16146,41.232661001000096,-80.496213,"(41.232661001000096, -80.496213)"
GROVE CITY MEDICAL CENTER,631 NORTH BROAD ST EXT,GROVE CITY,PA,16127,41.1709990000001,-80.0851719999999,"(41.1709990000001, -80.0851719999999)"
SAINT MARYS REGIONAL MEDICAL CENTER,93 CAMPUS AVENUE,LEWISTON,ME,4240,44.1017538720001,-70.199781206,"(44.1017538720001, -70.199781206)"
WITHAM HEALTH SERVICES,2605 N LEBANON ST,LEBANON,IN,46052,40.077473453,-86.47299040199991,"(40.077473453, -86.47299040199991)"
WASHINGTON HEALTH GREENE,350 BONAR AVENUE,WAYNESBURG,PA,15370,39.900621002,-80.17319600100001,"(39.900621002, -80.17319600100001)"
COVINGTON COUNTY HOSPITAL,701 SOUTH HOLLY STREET,COLLINS,MS,39428,31.6372220480001,-89.55474346700001,"(31.6372220480001, -89.55474346700001)"
CENTRAL MAINE MEDICAL CENTER,300 MAIN STREET,LEWISTON,ME,4240,44.101736741,-70.2145184729999,"(44.101736741, -70.2145184729999)"
ABRAZO ARIZONA HEART HOSPITAL,1930 EAST THOMAS ROAD,PHOENIX,AZ,85016,33.480867227,-112.039667726,"(33.480867227, -112.039667726)"
CROZER-CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,19013,39.8564980020001,-75.367645,"(39.8564980020001, -75.367645)"
KINDRED HOSPITAL PHILADELPHIA - HAVERTOWN,2000 OLD WEST CHESTER PIKE,HAVERTOWN,PA,19083,39.975025384,-75.33442904,"(39.975025384, -75.33442904)"
UPMC HAMOT,201 STATE STREET,ERIE,PA,16550,42.1351119990001,-80.0853629379999,"(42.1351119990001, -80.0853629379999)"
SAINT VINCENT HOSPITAL,232 WEST 25TH STREET,ERIE,PA,16544,42.1113710010001,-80.079538999,"(42.1113710010001, -80.079538999)"
SOUTH SHORE HOSPITAL,55 FOGG ROAD,WEYMOUTH,MA,2190,42.176,-70.9541,"(42.176, -70.9541)"
GREENBAUM SURGICAL SPECIALTY HOSPITAL,3535 NORTH SCOTTSDALE ROAD,SCOTTSDALE,AZ,85251,33.490191044,-111.925551615,"(33.490191044, -111.925551615)"
"TEMPE ST LUKE'S HOSPITAL, A CAMPUS OF ST LUKE'S MEDICAL CENTER",1500 SOUTH MILL AVENUE,TEMPE,AZ,85281,33.412596857,-111.940612498,"(33.412596857, -111.940612498)"
SOUTHCOAST HOSPITALS GROUP - CHARLTON MEMORIAL HOSPITAL,363 HIGHLAND AVENUE,FALL RIVER,MA,2720,41.7094000000001,-71.146,"(41.7094000000001, -71.146)"
ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,1950,42.8144,-70.89109999999991,"(42.8144, -70.89109999999991)"
LAWRENCE GENERAL HOSPITAL,ONE GENERAL STREET,LAWRENCE,MA,1842,42.71,-71.1501,"(42.71, -71.1501)"
SPRINGFIELD HOSPITAL,190 W SPROUL RD,SPRINGFIELD,PA,19064,39.922050169,-75.350056189,"(39.922050169, -75.350056189)"
MAYO CLINIC HOSPITAL ROCHESTER ST MARY'S CAMPUS,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,55902,44.020559152,-92.4827202879999,"(44.020559152, -92.4827202879999)"
TEMPLE UNIVERSITY-EPISCOPAL HOSP-ER,100 E LEHIGH AVE,PHILADELPHIA,PA,19125,39.9898568610001,-75.129124041,"(39.9898568610001, -75.129124041)"
ENDLESS MOUNTAINS HEALTH SYSTEMS,100 HOSPITAL DRIVE,MONTROSE,PA,18801,41.837542904,-75.836769031,"(41.837542904, -75.836769031)"
ST LUKE'S HOSPITAL ANDERSON CAMPUS,1872 ST. LUKE'S BLVD,EASTON,PA,18045,40.6491477640001,-75.287820911,"(40.6491477640001, -75.287820911)"
TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,TERRE HAUTE,IN,47802,39.4193961560001,-87.40904674299999,"(39.4193961560001, -87.40904674299999)"
DIGNITY HEALTH CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,33.2973907740001,-111.874611857,"(33.2973907740001, -111.874611857)"
UNION HOSPITAL INC,1606 N SEVENTH ST,TERRE HAUTE,IN,47804,39.485864576,-87.406975608,"(39.485864576, -87.406975608)"
AU MEDICAL CENTER,1120 15TH STREET,AUGUSTA,GA,30912,33.470876334,-81.98970572399999,"(33.470876334, -81.98970572399999)"
BETHESDA NORTH,10500 MONTGOMERY ROAD,CINCINNATI,OH,45242,39.251979953,-84.341784686,"(39.251979953, -84.341784686)"
THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,4007 GATEWAY BLVD,NEWBURGH,IN,47630,37.9748831650001,-87.445107776,"(37.9748831650001, -87.445107776)"
ST LUKES HOSPITAL MONROE CAMPUS,100 ST LUKES LANE,STROUDSBURG,PA,18360,40.997531,-75.25998100000001,"(40.997531, -75.25998100000001)"
MAINE MEDICAL CENTER,22 BRAMHALL STREET,PORTLAND,ME,4102,43.6526099370001,-70.275802158,"(43.6526099370001, -70.275802158)"
PIEDMONT COLUMBUS REGIONAL MIDTOWN,"710 CENTER ST, BOX 951",COLUMBUS,GA,31901,32.4808587160001,-84.981177019,"(32.4808587160001, -84.981177019)"
MEDINA HOSPITAL,1000 EAST WASHINGTON STREET,MEDINA,OH,44256,41.138450875,-81.838292925,"(41.138450875, -81.838292925)"
ORCHARD HOSPITAL,240 SPRUCE STREET,GRIDLEY,CA,95948,39.367526318,-121.689654601,"(39.367526318, -121.689654601)"
SAINT JOSEPH REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY,MISHAWAKA,IN,46545,41.7071773810001,-86.174469581,"(41.7071773810001, -86.174469581)"
CHRISTUS DUBUIS HOSPITAL OF ALEXANDRIA,"3330 MASONIC DR., 4TH FLOOR UNIT",ALEXANDRIA,LA,71301,31.283649117,-92.4624635489999,"(31.283649117, -92.4624635489999)"
CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,31.5524177990001,-110.229779632,"(31.5524177990001, -110.229779632)"
MARION GENERAL HOSPITAL,1560 SUMRALL ROAD,COLUMBIA,MS,39429,31.255995948000102,-89.805579098,"(31.255995948000102, -89.805579098)"
MEDICAL CENTER NAVICENT HEALTH,777 HEMLOCK STREET,MACON,GA,31201,32.833253883000104,-83.635505317,"(32.833253883000104, -83.635505317)"
WELLSTAR NORTH FULTON HOSPITAL,3000 HOSPITAL BOULEVARD,ROSWELL,GA,30076,34.0633213180001,-84.3199724679999,"(34.0633213180001, -84.3199724679999)"
RIVERVIEW HOSPITAL,395 WESTFIELD RD,NOBLESVILLE,IN,46060,40.04581762,-86.02352185299999,"(40.04581762, -86.02352185299999)"
ST MARY'S SACRED HEART HOSPITAL INC,367 CLEAR CREEK PARKWAY,LAVONIA,GA,30553,34.4397219050001,-83.1323938359999,"(34.4397219050001, -83.1323938359999)"
AVERA ST MARY'S HOSPITAL,801 EAST SIOUX AVENUE,PIERRE,SD,57501,44.3598042180001,-100.342626745,"(44.3598042180001, -100.342626745)"
SANFORD ABERDEEN MEDICAL CENTER,2905 3RD AVE SE,ABERDEEN,SD,57401,45.4630252640001,-98.44608444200001,"(45.4630252640001, -98.44608444200001)"
TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,2111,42.3499,-71.064,"(42.3499, -71.064)"
WELLSTAR PAULDING HOSPITAL,2518 JIMMY LEE SMITH PARKWAY,HIRAM,GA,30141,33.900728296000096,-84.780725907,"(33.900728296000096, -84.780725907)"
BOSTON MEDICAL CENTER - EAST NEWTON CAMPUS,88 EAST NEWTON STRET,BOSTON,MA,2118,42.336999999999996,-71.0706,"(42.336999999999996, -71.0706)"
WINONA HEALTH SERVICES,855 MANKATO AVENUE,WINONA,MN,55987,44.033457692000106,-91.62296062699991,"(44.033457692000106, -91.62296062699991)"
BRIGHAM AND WOMEN'S HOSPITAL,45 FRANCIS STREET,BOSTON,MA,2115,42.3359,-71.1068,"(42.3359, -71.1068)"
ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,ATHOL,MA,1331,42.5855,-72.2089,"(42.5855, -72.2089)"
UMASS MEMORIAL MEDICAL CENTER - UNIVERSITY CAMPUS,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,42.2778000000001,-71.7617,"(42.2778000000001, -71.7617)"
EMERSON HOSPITAL,133 OLD ROAD TO NINE ACRE CORNER,CONCORD,MA,1742,42.4517000000001,-71.3758,"(42.4517000000001, -71.3758)"
METROWEST MEDICAL CENTER - LEONARD MORSE CAMPUS,67 UNION STREET,NATICK,MA,1760,42.28,-71.3355999999999,"(42.28, -71.3355999999999)"
WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,1890,42.4660000000001,-71.1228,"(42.4660000000001, -71.1228)"
AVERA SACRED HEART HOSPITAL,501 SUMMIT STREET,YANKTON,SD,57078,42.8732545450001,-97.4081910199999,"(42.8732545450001, -97.4081910199999)"
HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,37.6043794180001,-77.539885666,"(37.6043794180001, -77.539885666)"
BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,1301,42.5957000000001,-72.5923,"(42.5957000000001, -72.5923)"
MERCY MEDICAL CENTER - SPRINGFIELD CAMPUS,271 CAREW STREET,SPRINGFIELD,MA,1102,42.1151379460001,-72.59330569799991,"(42.1151379460001, -72.59330569799991)"
LEWISGALE HOSPITAL MONTGOMERY,3700 SOUTH MAIN STREET,BLACKSBURG,VA,24060,37.187206368000005,-80.4110116959999,"(37.187206368000005, -80.4110116959999)"
BAY STATE WING MEMORIAL HOSPITAL AND MEDICAL CENTERS,40 WRIGHT STREET,PALMER,MA,1069,42.1696000000001,-72.3418,"(42.1696000000001, -72.3418)"
ST ELIZABETH YOUNGSTOWN HOSPITAL,1044 BELMONT AVENUE,YOUNGSTOWN,OH,44501,41.114014996,-80.6573145469999,"(41.114014996, -80.6573145469999)"
TIPPAH COUNTY HOSPITAL,1005 CITY AVENUE NORTH,RIPLEY,MS,38663,34.739389814,-88.950247335,"(34.739389814, -88.950247335)"
LAHEY CLINIC MEDICAL CENTER,41 MALL ROAD,BURLINGTON,MA,1805,42.4883,-71.1989,"(42.4883, -71.1989)"
ST VINCENT HOSPITAL,2001 W 86TH ST,INDIANAPOLIS,IN,46260,39.9089874470001,-86.19573221799999,"(39.9089874470001, -86.19573221799999)"
WOOSTER COMMUNITY HOSPITAL,1761 BEALL AVENUE,WOOSTER,OH,44691,40.820887467,-81.932161465,"(40.820887467, -81.932161465)"
ABBOTT NORTHWESTERN HOSPITAL,800 EAST 28TH STREET,MINNEAPOLIS,MN,55407,44.954114313999995,-93.261357013,"(44.954114313999995, -93.261357013)"
FAIRVIEW SOUTHDALE HOSPITAL,6401 FRANCE AVENUE SOUTH,EDINA,MN,55435,44.8860404230001,-93.326901422,"(44.8860404230001, -93.326901422)"
NORTH MEMORIAL MEDICAL CENTER,3300 OAKDALE NORTH,ROBBINSDALE,MN,55422,45.01369286,-93.32277691199991,"(45.01369286, -93.32277691199991)"
ST JOSEPHS HOSPITAL,45 W 10TH STREET,ST PAUL,MN,55102,44.948554949,-93.0999002039999,"(44.948554949, -93.0999002039999)"
UNIVERSITY OF MN MED CTR,2450 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55454,44.967733933000005,-93.238075174,"(44.967733933000005, -93.238075174)"
MAPLE GROVE HOSPITAL,9875 HOSPITAL DRIVE,MAPLE GROVE,MN,55369,45.1328892020001,-93.481212666,"(45.1328892020001, -93.481212666)"
LAKE REGION HEALTHCARE CORP,712 SOUTH CASCADE,FERGUS FALLS,MN,56538,46.277123792000104,-96.073366285,"(46.277123792000104, -96.073366285)"
LINCOLN HOSPITAL,234 E 149TH ST,BRONX,NY,10451,40.817173053000005,-73.924376651,"(40.817173053000005, -73.924376651)"
ST. LANDRY EXTENDED CARE HOSPITAL,"3983 I-49 S. SERVICE RD., 2ND FLOOR",OPELOUSAS,LA,70570,30.4717162900001,-92.079613151,"(30.4717162900001, -92.079613151)"
SANFORD MED CTR THIEF RVR FALL,120 LABREE AVENUE SOUTH,THIEF RIVER FALLS,MN,56701,48.116219517,-96.180158384,"(48.116219517, -96.180158384)"
FAIRVIEW LAKES MEDICAL CENTER,5200 FAIRVIEW BLVD,WYOMING,MN,55092,45.3217205190001,-93.00046754200001,"(45.3217205190001, -93.00046754200001)"
ESSENTIA HEALTH ST MARYS MED,407 EAST THIRD STREET,DULUTH,MN,55805,46.793685335000106,-92.09588705999991,"(46.793685335000106, -92.09588705999991)"
CARRIS HEALTH LLC-RICE MEMORIAL HOSPITAL,301 BECKER AVENUE SOUTHWEST,WILLMAR,MN,56201,45.120138193000095,-95.046091815,"(45.120138193000095, -95.046091815)"
ST FRANCIS REGIONAL MED CENTER,1455 ST FRANCIS AVENUE,SHAKOPEE,MN,55379,44.7712629980001,-93.5028972809999,"(44.7712629980001, -93.5028972809999)"
ST LUKES HOSPITAL,915 EAST FIRST STREET,DULUTH,MN,55805,46.79710125,-92.0873907709999,"(46.79710125, -92.0873907709999)"
UNIVERSITY MEDICAL CTR MESABI,750 EAST 34TH STREET,HIBBING,MN,55746,47.408837058000096,-92.929898362,"(47.408837058000096, -92.929898362)"
