FID,NAME,CITY,STATE,COUNTY,STATUS,TYPE
5518,UNIVERSITY OF KY HOSPITAL,LEXINGTON,KY,FAYETTE,OPEN,GENERAL ACUTE CARE
5519,MAINEGENERAL MEDICAL CENTER-THAYER,WATERVILLE,ME,KENNEBEC,CLOSED,GENERAL ACUTE CARE
5520,MUNSON HEALTHCARE MANISTEE HOSPITAL,MANISTEE,MI,MANISTEE,OPEN,CRITICAL ACCESS
5522,BEAUMONT HOSPITAL TROY,TROY,MI,OAKLAND,OPEN,GENERAL ACUTE CARE
5523,MERCY HEALTH MUSKEGON,MUSKEGON,MI,MUSKEGON,OPEN,GENERAL ACUTE CARE
5524,COVENANT MEDICAL CENTER,SAGINAW,MI,SAGINAW,OPEN,GENERAL ACUTE CARE
5525,SPARROW SPECIALTY HOSPITAL,LANSING,MI,INGHAM,CLOSED,LONG TERM CARE
5526,COMMUNITY MEMORIAL HOSPITAL,CLOQUET,MN,CARLTON,OPEN,CRITICAL ACCESS
5527,SOUTHSIDE REGIONAL MEDICAL CENTER,PETERSBURG,VA,PETERSBURG,OPEN,GENERAL ACUTE CARE
5528,COOK HOSPITAL,COOK,MN,ST. LOUIS,OPEN,CRITICAL ACCESS
5529,SOUTHWEST REGIONAL REHABILITATION CENTER,BATTLE CREEK,MI,CALHOUN,CLOSED,REHABILITATION
5530,BIGFORK VALLEY HOSPITAL,BIGFORK,MN,ITASCA,OPEN,CRITICAL ACCESS
5531,BUFFALO HOSPITAL,BUFFALO,MN,WRIGHT,OPEN,GENERAL ACUTE CARE
5532,CAMBRIDGE MEDICAL CENTER,CAMBRIDGE,MN,ISANTI,OPEN,GENERAL ACUTE CARE
5533,CENTRACARE HEALTH MONTICELLO,MONTICELLO,MN,WRIGHT,OPEN,GENERAL ACUTE CARE
5534,AVERA MARSHALL REG MED CENTER,MARSHALL,MN,LYON,OPEN,GENERAL ACUTE CARE
5535,AVERA TYLER HOSPITAL,TYLER,MN,LINCOLN,OPEN,CRITICAL ACCESS
5536,CENTRACARE HEALTH PAYNESVILLE,PAYNESVILLE,MN,STEARNS,OPEN,CRITICAL ACCESS
5537,CENTRACARE HEALTH SYS MELROSE,MELROSE,MN,STEARNS,OPEN,CRITICAL ACCESS
5538,CENTRACARE HEALTH SYSTEM,SAUK CENTRE,MN,STEARNS,OPEN,CRITICAL ACCESS
5539,ELY BLOOMENSON COMM HOSPITAL,ELY,MN,ST. LOUIS,OPEN,CRITICAL ACCESS
5540,ESSENTIA HEALTH ADA,ADA,MN,NORMAN,OPEN,CRITICAL ACCESS
5541,ESSENTIA HEALTH FOSSTON,FOSSTON,MN,POLK,OPEN,CRITICAL ACCESS
5542,ESSENTIA HEALTH NORTHERN PINES,AURORA,MN,ST. LOUIS,OPEN,CRITICAL ACCESS
5543,ESSENTIA HLTH HOLY TRINITY HOS,GRACEVILLE,MN,BIG STONE,OPEN,CRITICAL ACCESS
5544,GLENCOE REGIONAL HEALTH SRVCS,GLENCOE,MN,MCLEOD,OPEN,CRITICAL ACCESS
5545,HENNEPIN COUNTY MEDICAL CTR,MINNEAPOLIS,MN,HENNEPIN,OPEN,GENERAL ACUTE CARE
5546,LAKEWOOD HEALTH SYSTEM,STAPLES,MN,TODD,OPEN,CRITICAL ACCESS
5547,MADELIA COMMUNITY HOSPITAL,MADELIA,MN,WATONWAN,OPEN,CRITICAL ACCESS
5548,MADISON HOSPITAL,MADISON,MN,LAC QUI PARLE,OPEN,CRITICAL ACCESS
5549,MAHNOMEN HEALTH CENTER,MAHNOMEN,MN,MAHNOMEN,OPEN,CRITICAL ACCESS
5550,MAYO CLINIC HEALTH SYS MANKATO,MANKATO,MN,BLUE EARTH,OPEN,GENERAL ACUTE CARE
5551,MAYO CLINIC HEALTH SYSTEM IN RED WING,RED WING,MN,GOODHUE,OPEN,GENERAL ACUTE CARE
5552,MCHS NEW PRAGUE,NEW PRAGUE,MN,SCOTT,OPEN,CRITICAL ACCESS
5553,MILLE LACS HEALTH SYSTEM,ONAMIA,MN,MILLE LACS,OPEN,CRITICAL ACCESS
5554,MURRAY COUNTY MEM HOSP,SLAYTON,MN,MURRAY,OPEN,CRITICAL ACCESS
5555,OLMSTED MEDICAL CENTER,ROCHESTER,MN,OLMSTED,OPEN,GENERAL ACUTE CARE
5556,PIPESTONE CO MED C & ASHTON CC,PIPESTONE,MN,PIPESTONE,OPEN,CRITICAL ACCESS
5557,PRAIRIE RIDGE HOSP HLTH SERV,ELBOW LAKE,MN,GRANT,OPEN,CRITICAL ACCESS
5558,RIVERS EDGE HOSPITAL & CLINIC,ST PETER,MN,NICOLLET,OPEN,CRITICAL ACCESS
5559,SANFORD BEMIDJI MEDICAL CENTER,BEMIDJI,MN,BELTRAMI,OPEN,GENERAL ACUTE CARE
5560,SANFORD CANBY MEDICAL CENTER,CANBY,MN,YELLOW MEDICINE,OPEN,CRITICAL ACCESS
5561,SANFORD BAGLEY MEDICAL CENTER,BAGLEY,MN,CLEARWATER,OPEN,CRITICAL ACCESS
5562,SANFORD JACKSON MEDICAL CENTER,JACKSON,MN,JACKSON,OPEN,CRITICAL ACCESS
5563,ST GABRIELS HOSPITAL,LITTLE FALLS,MN,MORRISON,OPEN,CRITICAL ACCESS
5564,ST JOSEPHS AREA HLTH SERVICES,PARK RAPIDS,MN,HUBBARD,OPEN,CRITICAL ACCESS
5565,TRI COUNTY HOSPITAL,WADENA,MN,WADENA,OPEN,CRITICAL ACCESS
5566,UNITED HOSPITAL DISTRICT,BLUE EARTH,MN,FARIBAULT,OPEN,CRITICAL ACCESS
5567,CHILDREN'S MERCY HOSPITAL,KANSAS CITY,MO,JACKSON,OPEN,GENERAL ACUTE CARE
5568,ST. LOUIS CHILDREN'S HOSPITAL,ST. LOUIS,MO,ST. LOUIS CITY,OPEN,CHILDREN
5569,SAM RAYBURN MEMORIAL VETERANS CENTER,BONHAM,TX,FANNIN,OPEN,MILITARY
5570,WISHEK COMMUNITY HOSPITAL,WISHEK,ND,MCINTOSH,OPEN,CRITICAL ACCESS
5571,ASHLEY MEDICAL CENTER,ASHLEY,ND,MCINTOSH,OPEN,CRITICAL ACCESS
5572,MCKENZIE COUNTY HEALTHCARE SYSTEMS,WATFORD CITY,ND,MCKENZIE,OPEN,CRITICAL ACCESS
5573,"SAINT ALPHONSUS MEDICAL CENTER - BAKER CITY, INC",BAKER CITY,OR,BAKER,OPEN,GENERAL ACUTE CARE
5574,SAMARITAN ALBANY GENERAL HOSPITAL,ALBANY,OR,LINN,OPEN,GENERAL ACUTE CARE
5575,ST ANTHONY HOSPITAL,PENDLETON,OR,UMATILLA,OPEN,GENERAL ACUTE CARE
5576,LORING HOSPITAL,SAC CITY,IA,SAC,OPEN,CRITICAL ACCESS
5577,KOSSUTH COUNTY HOSPITAL,ALGONA,IA,KOSSUTH,OPEN,CRITICAL ACCESS
5578,ST. ANTHONY'S REGIONAL HOSPITAL,CARROLL,IA,CARROLL,OPEN,GENERAL ACUTE CARE
5579,BUENA VISTA REGIONAL MEDICAL CENTER,STORM LAKE,IA,BUENA VISTA,OPEN,CRITICAL ACCESS
5580,ST CHARLES PRINEVILLE,PRINEVILLE,OR,CROOK,OPEN,GENERAL ACUTE CARE
5581,ASANTE THREE RIVERS MEDICAL CENTER,GRANTS PASS,OR,JOSEPHINE,OPEN,GENERAL ACUTE CARE
5582,VIBRA SPECIALTY HOSPITAL OF PORTLAND,PORTLAND,OR,MULTNOMAH,OPEN,LONG TERM CARE
5583,MONTGOMERY COUNTY MEMORIAL HOSPITAL,RED OAK,IA,MONTGOMERY,OPEN,CRITICAL ACCESS
5584,AUDUBON COUNTY MEMORIAL HOSPITAL,AUDUBON,IA,AUDUBON,OPEN,CRITICAL ACCESS
5586,OLIN E. TEAGUE VETERANS' MEDICAL CENTER,TEMPLE,TX,BELL,OPEN,MILITARY
5587,MICHAEL E. DEBAKEY VA MEDICAL CENTER,HOUSTON,TX,HARRIS,OPEN,MILITARY
5588,CAPITAL HEALTH SYSTEM - FULD,TRENTON,NJ,MERCER,OPEN,GENERAL ACUTE CARE
5589,LAKES REGIONAL HEALTHCARE,SPIRIT LAKE,IA,DICKINSON,OPEN,GENERAL ACUTE CARE
5590,SOIN MEDICAL CENTER,BEAVERCREEK,OH,GREENE,OPEN,GENERAL ACUTE CARE
5591,GREENE MEMORIAL HOSPITAL,XENIA,OH,GREENE,OPEN,GENERAL ACUTE CARE
5592,CARLSBAD MEDICAL CENTER,CARLSBAD,NM,EDDY,OPEN,GENERAL ACUTE CARE
5593,MORRISTOWN MEMORIAL HOSPITAL,MORRISTOWN,NJ,MORRIS,OPEN,GENERAL ACUTE CARE
5594,SUMMIT HEALTHCARE ASSOCIATION,SHOW LOW,AZ,NAVAJO,OPEN,GENERAL ACUTE CARE
5595,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",CINCINNATI,OH,HAMILTON,OPEN,GENERAL ACUTE CARE
5596,BLANCHARD VALLEY HOSPITAL,FINDLAY,OH,HANCOCK,OPEN,GENERAL ACUTE CARE
5597,"HENRY COUNTY HOSPITAL, INC",NAPOLEON,OH,HENRY,OPEN,CRITICAL ACCESS
5598,FISHER-TITUS HOSPITAL,NORWALK,OH,HURON,OPEN,GENERAL ACUTE CARE
5599,WINDSOR LAURELWOOD CENTER FOR BEHAVORIAL MEDICINE,WILLOUGHBY,OH,LAKE,OPEN,PSYCHIATRIC
5600,LAKE WEST HOSPITAL,WILLOUGHBY,OH,LAKE,OPEN,GENERAL ACUTE CARE
5601,GREENE COUNTY MEDICAL CENTER,JEFFERSON,IA,GREENE,OPEN,CRITICAL ACCESS
5602,GUTHRIE COUNTY HOSPITAL,GUTHRIE CENTER,IA,GUTHRIE,OPEN,CRITICAL ACCESS
5603,MERCY ST CHARLES HOSPITAL,OREGON,OH,LUCAS,OPEN,GENERAL ACUTE CARE
5604,TOLEDO HOSPITAL THE,TOLEDO,OH,LUCAS,OPEN,GENERAL ACUTE CARE
5606,UNIVERSITY OF TOLEDO MEDICAL CENTER,TOLEDO,OH,LUCAS,OPEN,GENERAL ACUTE CARE
5607,MADISON COUNTY HOSPITAL INC,LONDON,OH,MADISON,OPEN,GENERAL ACUTE CARE
5608,GERALD CHAMPION REGIONAL MEDICAL CENTER,ALAMOGORDO,NM,OTERO,OPEN,GENERAL ACUTE CARE
5609,SURGICAL HOSPITAL AT SOUTHWOODS,YOUNGSTOWN,OH,MAHONING,OPEN,GENERAL ACUTE CARE
5610,SAN JUAN REGIONAL MEDICAL CENTER,FARMINGTON,NM,SAN JUAN,OPEN,GENERAL ACUTE CARE
5611,ROOSEVELT GENERAL HOSPITAL,PORTALES,NM,ROOSEVELT,OPEN,GENERAL ACUTE CARE
5612,KINGMAN REGIONAL MEDICAL CENTER,KINGMAN,AZ,MOHAVE,OPEN,GENERAL ACUTE CARE
5613,LITTLE COLORADO MEDICAL CENTER,WINSLOW,AZ,NAVAJO,OPEN,CRITICAL ACCESS
5614,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO,LAS CRUCES,NM,DONA ANA,OPEN,LONG TERM CARE
5615,UNIVERSITY OF NEW MEXICO HOSPITAL,ALBUQUERQUE,NM,BERNALILLO,OPEN,GENERAL ACUTE CARE
5616,HUMBOLDT COUNTY MEMORIAL HOSPITAL,HUMBOLDT,IA,HUMBOLDT,OPEN,CRITICAL ACCESS
5617,ACOMA-CANONCITO-LAGUNA (ACL) HOSPITAL,ACOMA PUEBLO,NM,CIBOLA,OPEN,CRITICAL ACCESS
5618,BROOKE ARMY MEDICAL CENTER,FORT SAM HOUSTON,TX,BEXAR,OPEN,MILITARY
5619,HAVASU REGIONAL MEDICAL CENTER,LAKE HAVASU CITY,AZ,MOHAVE,OPEN,GENERAL ACUTE CARE
5620,COMANCHE COUNTY MEDICAL CENTER,COMANCHE,TX,COMANCHE,OPEN,CRITICAL ACCESS
5621,DIXIE REGIONAL MEDICAL CENTER,SAINT GEORGE,UT,WASHINGTON,OPEN,GENERAL ACUTE CARE
5622,"KERRVILLE VA HOSPITAL, STVHCS",KERRVILLE,TX,KERR,OPEN,MILITARY
5623,LODI COMMUNITY HOSPITAL,LODI,OH,MEDINA,OPEN,CRITICAL ACCESS
5624,SUMMA WADSWORTH-RITTMAN HOSPITAL,WADSWORTH,OH,MEDINA,CLOSED,GENERAL ACUTE CARE
5625,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,COLDWATER,OH,MERCER,OPEN,GENERAL ACUTE CARE
5626,UPPER VALLEY MEDICAL CENTER,TROY,OH,MIAMI,OPEN,GENERAL ACUTE CARE
5627,VA MEDICAL CENTER - DALLAS,DALLAS,TX,DALLAS,OPEN,MILITARY
5628,DORIS MILLER DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,WACO,TX,MCLENNAN,OPEN,MILITARY
5629,THOMAS E. CREEK VA MEDICAL CENTER,AMARILLO,TX,POTTER,OPEN,MILITARY
5630,NORTH TEXAS STATE HOSPITAL WICHITA FALLS CAMPUS,WICHITA FALLS,TX,WICHITA,OPEN,PSYCHIATRIC
5631,"AUDIE L. MURPHY VA HOSPITAL, STVHCS",SAN ANTONIO,TX,BEXAR,OPEN,MILITARY
5632,GRANDVIEW HOSPITAL & MEDICAL CENTER,DAYTON,OH,MONTGOMERY,OPEN,GENERAL ACUTE CARE
5633,CARL R. DARNALL ARMY MEDICAL CENTER,FORT HOOD,TX,BELL,OPEN,MILITARY
5634,KETTERING MEDICAL CENTER,KETTERING,OH,MONTGOMERY,OPEN,GENERAL ACUTE CARE
5635,DESTINY SPRINGS HEALTHCARE,SURPRISE,AZ,MARICOPA,OPEN,GENERAL ACUTE CARE
5636,ELLSWORTH MUNICIPAL HOSPITAL,IOWA FALLS,IA,HARDIN,CLOSED,GENERAL ACUTE CARE
5637,LIFE CARE HOSPITALS OF DAYTON,MIAMISBURG,OH,MONTGOMERY,OPEN,LONG TERM CARE
5638,KINDRED HOSPITALS-DAYTON,DAYTON,OH,MONTGOMERY,OPEN,LONG TERM CARE
5639,GENESIS HOSPITAL,ZANESVILLE,OH,MUSKINGUM,OPEN,GENERAL ACUTE CARE
5640,BANNER DESERT MEDICAL CENTER,MESA,AZ,MARICOPA,OPEN,GENERAL ACUTE CARE
5641,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX CAMPUS,PHOENIX,AZ,MARICOPA,OPEN,GENERAL ACUTE CARE
5642,SIERRA SURGERY HOSPITAL,CARSON CITY,NV,CARSON CITY,OPEN,GENERAL ACUTE CARE
5643,"REHABILITATION HOSPITAL OF NORTHERN ARIZONA, LLC",FLAGSTAFF,AZ,COCONINO,OPEN,REHABILITATION
5644,SPRING MOUNTAIN TREATMENT CENTER,LAS VEGAS,NV,CLARK,OPEN,PSYCHIATRIC
5645,VETERANS ADMINISTRATION MEDICAL CENTER,SALT LAKE CITY,UT,SALT LAKE,OPEN,MILITARY
5646,VALLEY HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,CLARK,OPEN,GENERAL ACUTE CARE
5647,COMMUNITY MEMORIAL HOSPITAL,SUMNER,IA,BREMER,OPEN,CRITICAL ACCESS
5648,MERCY MEDICAL CENTER,CEDAR RAPIDS,IA,LINN,OPEN,GENERAL ACUTE CARE
5649,UNIVERSITY OF UTAH NEUROPSYCHIATRIC INSTITUTE (UNI),SALT LAKE CITY,UT,SALT LAKE,OPEN,PSYCHIATRIC
5650,ALTA VIEW HOSPITAL,SANDY,UT,SALT LAKE,OPEN,GENERAL ACUTE CARE
5651,MERCY HOSPITAL,IOWA CITY,IA,JOHNSON,OPEN,GENERAL ACUTE CARE
5652,UNIVERSITY OF IOWA HOSPITAL & CLINICS,IOWA CITY,IA,JOHNSON,OPEN,GENERAL ACUTE CARE
5653,ANAMOSA COMMUNITY HOSPITAL,ANAMOSA,IA,JONES,CLOSED,GENERAL ACUTE CARE
5654,FILLMORE COMMUNITY MEDICAL CENTER,FILLMORE,UT,MILLARD,OPEN,CRITICAL ACCESS
5655,KINDRED HOSPITAL - DALLAS,DALLAS,TX,DALLAS,OPEN,LONG TERM CARE
5656,PALMER LUTHERAN HEALTH CENTER,WEST UNION,IA,FAYETTE,OPEN,CRITICAL ACCESS
5657,MERCY HOSPITAL OF FRANCISCAN SISTERS,OELWEIN,IA,FAYETTE,OPEN,CRITICAL ACCESS
5658,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,CROWN POINT,IN,LAKE,OPEN,GENERAL ACUTE CARE
5659,PHOENIX CHILDREN'S HOSPITAL AT DIGNITY HEALTH'S MERCY GILBERT,GILBERT,AZ,MARICOPA,OPEN,CHILDREN
5660,VIRGINIA GAY HOSPITAL,VINTON,IA,BENTON,OPEN,CRITICAL ACCESS
5661,SARTORI MEMORIAL HOSPITAL,CEDAR FALLS,IA,BLACK HAWK,OPEN,GENERAL ACUTE CARE
5662,AULTMAN HOSPITAL,CANTON,OH,STARK,OPEN,GENERAL ACUTE CARE
5663,MITCHELL COUNTY MEMORIAL HOSPITAL,OSAGE,IA,MITCHELL,OPEN,CRITICAL ACCESS
5664,MONROE COUNTY HOSPITAL,ALBIA,IA,MONROE,OPEN,CRITICAL ACCESS
5665,MERCY MEDICAL CENTER-CENTERVILLE,CENTERVILLE,IA,APPANOOSE,OPEN,CRITICAL ACCESS
5666,UNITYPOINT HEALTH MARSHALLTOWN,MARSHALLTOWN,IA,MARSHALL,OPEN,GENERAL ACUTE CARE
5667,EUREKA COMMUNITY HEALTH SERVICES,EUREKA,SD,MCPHERSON,OPEN,CRITICAL ACCESS
5668,MOBRIDGE REGIONAL HOSPITAL AND CLINIC,MOBRIDGE,SD,WALWORTH,OPEN,CRITICAL ACCESS
5669,AVERA GREGORY HEALTHCARE CENTER,GREGORY,SD,GREGORY,OPEN,CRITICAL ACCESS
5670,MARICOPA MEDICAL CENTER,PHOENIX,AZ,MARICOPA,OPEN,GENERAL ACUTE CARE
5671,"MOUNTAIN VISTA MEDICAL CENTER, LP",MESA,AZ,MARICOPA,OPEN,GENERAL ACUTE CARE
5672,LAWRENCE & MEMORIAL HOSPITAL,NEW LONDON,CT,NEW LONDON,OPEN,GENERAL ACUTE CARE
5673,WILLIAM W BACKUS HOSPITAL,NORWICH,CT,NEW LONDON,OPEN,GENERAL ACUTE CARE
5674,ABRAZO WEST CAMPUS HOSPITAL DEVELOPMENT OF WEST PHOENIX,GOODYEAR,AZ,MARICOPA,OPEN,GENERAL ACUTE CARE
5675,WATERBURY HOSPITAL,WATERBURY,CT,NEW HAVEN,OPEN,GENERAL ACUTE CARE
5676,SAINT MARYS HOSPITAL,WATERBURY,CT,NEW HAVEN,OPEN,GENERAL ACUTE CARE
5677,CLAIBORNE MEMORIAL MEDICAL CENTER,HOMER,LA,CLAIBORNE,OPEN,GENERAL ACUTE CARE
5678,BRIDGEPORT HOSPITAL,BRIDGEPORT,CT,FAIRFIELD,OPEN,GENERAL ACUTE CARE
5679,ST VINCENT'S MEDICAL CENTER,BRIDGEPORT,CT,FAIRFIELD,OPEN,GENERAL ACUTE CARE
5680,DANBURY HOSPITAL,DANBURY,CT,FAIRFIELD,OPEN,GENERAL ACUTE CARE
5681,SANFORD HOSPITAL WEBSTER,WEBSTER,SD,DAY,OPEN,CRITICAL ACCESS
5682,LAKE CITY MEDICAL CENTER,LAKE CITY,FL,COLUMBIA,OPEN,GENERAL ACUTE CARE
5683,LOUISIANA EXTENDED CARE HOSPITAL OF WEST MONROE,WEST MONROE,LA,OUACHITA,OPEN,LONG TERM CARE
5684,MADISON COUNTY HEALTHCARE SYSTEM,WINTERSET,IA,MADISON,OPEN,CRITICAL ACCESS
5685,EXCELA HEALTH LATROBE HOSPITAL,LATROBE,PA,WESTMORELAND,OPEN,GENERAL ACUTE CARE
5686,EXCELA HEALTH WESTMORELAND HOSPITAL,GREENSBURG,PA,WESTMORELAND,OPEN,GENERAL ACUTE CARE
5687,WARREN GENERAL HOSPITAL,WARREN,PA,WARREN,OPEN,GENERAL ACUTE CARE
5688,WEST HOLT MEMORIAL HOSPITAL,ATKINSON,NE,HOLT,OPEN,CRITICAL ACCESS
5689,BANNER PAYSON REGIONAL,PAYSON,AZ,GILA,OPEN,GENERAL ACUTE CARE
5690,CANONSBURG GENERAL HOSPITAL,CANONSBURG,PA,WASHINGTON,OPEN,GENERAL ACUTE CARE
5691,MONONGAHELA VALLEY HOSPITAL,MONONGAHELA,PA,WASHINGTON,OPEN,GENERAL ACUTE CARE
5692,ROBERT PACKER HOSPITAL,SAYRE,PA,BRADFORD,OPEN,GENERAL ACUTE CARE
5693,NEW ULM MEDICAL CENTER,NEW ULM,MN,BROWN,OPEN,CRITICAL ACCESS
5694,FOUNDATIONS BEHAVIORAL HEALTH,DOYLESTOWN,PA,BUCKS,OPEN,PSYCHIATRIC
5695,ST JOSEPH'S HOSPITAL HEALTH CENTER,SYRACUSE,NY,ONONDAGA,OPEN,GENERAL ACUTE CARE
5696,ARIA HEALTH BUCKS COUNTY,LANGHORNE,PA,BUCKS,OPEN,GENERAL ACUTE CARE
5697,GRAND VIEW HOSPITAL,SELLERSVILLE,PA,BUCKS,OPEN,GENERAL ACUTE CARE
5698,LOWER BUCKS HOSPITAL,BRISTOL,PA,BUCKS,OPEN,GENERAL ACUTE CARE
5699,ACCORD REHABILITAION HOSPITAL,PLAQUEMINE,LA,IBERVILLE,OPEN,REHABILITATION
5700,POST ACUTE SPECIALTY HOSPITAL OF LAFAYETTE,LAFAYETTE,LA,LAFAYETTE,OPEN,LONG TERM CARE
5702,OSS ORTHOPAEDIC SPECIALTY HOSPITAL,YORK,PA,YORK,OPEN,GENERAL ACUTE CARE
5703,PHOENIX ER & MEDICAL HOSPITAL,CHANDLER,AZ,MARICOPA,OPEN,GENERAL ACUTE CARE
5704,YORK HOSPITAL,YORK,PA,YORK,OPEN,GENERAL ACUTE CARE
5705,UPMC MERCY,PITTSBURGH,PA,ALLEGHENY,OPEN,GENERAL ACUTE CARE
5706,OHIO VALLEY GENERAL HOSPITAL,MCKEES ROCKS,PA,ALLEGHENY,OPEN,GENERAL ACUTE CARE
5707,UPMC PRESBYTERIAN,PITTSBURGH,PA,ALLEGHENY,OPEN,GENERAL ACUTE CARE
5708,UPMC ST MARGARET,PITTSBURGH,PA,ALLEGHENY,OPEN,GENERAL ACUTE CARE
5709,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,OSCEOLA,NE,POLK,OPEN,CRITICAL ACCESS
5710,COLUMBUS COMMUNITY HOSPITAL,COLUMBUS,NE,PLATTE,OPEN,GENERAL ACUTE CARE
5711,COMMUNITY HOSPITAL,MCCOOK,NE,RED WILLOW,OPEN,CRITICAL ACCESS
5712,MIDWEST SURGICAL HOSPITAL LLC,OMAHA,NE,DOUGLAS,OPEN,GENERAL ACUTE CARE
5713,KINDRED HOSPITAL PITTSBURGH NORTH SHORE,PITTSBURGH,PA,ALLEGHENY,CLOSED,LONG TERM CARE
5714,CHILDRENS HOSPITAL OF PITTSBURGH,PITTSBURGH,PA,ALLEGHENY,OPEN,GENERAL ACUTE CARE
5715,FORBES HOSPITAL,MONROEVILLE,PA,ALLEGHENY,OPEN,GENERAL ACUTE CARE
5716,GOOD SAMARITAN REGIONAL HEALTH CENTER MT VERNON,MT. VERNON,IL,JEFFERSON,OPEN,GENERAL ACUTE CARE
5717,ST. JOSEPH'S HOSPITAL,HIGHLAND,IL,MADISON,OPEN,CRITICAL ACCESS
5718,ST. MARY'S MEDICAL CENTER,BLUE SPRINGS,MO,JACKSON,OPEN,GENERAL ACUTE CARE
5719,MENDOTA COMMUNITY HOSPITAL,MENDOTA,IL,LA SALLE,OPEN,CRITICAL ACCESS
5720,ALLEGHENY GENERAL HOSPITAL,PITTSBURGH,PA,ALLEGHENY,OPEN,GENERAL ACUTE CARE
5721,UPMC MCKEESPORT,MCKEESPORT,PA,ALLEGHENY,OPEN,GENERAL ACUTE CARE
5722,JEFFERSON REGIONAL MEDICAL CENTER,PITTSBURGH,PA,ALLEGHENY,OPEN,GENERAL ACUTE CARE
5723,SANFORD LUVERNE MEDICAL CENTER,LUVERNE,MN,ROCK,OPEN,CRITICAL ACCESS
5724,NORTHSHORE HEALTHSYSTEM DBA GLENBROOK HOSPITAL,GLENVIEW,IL,COOK,OPEN,GENERAL ACUTE CARE
5725,BUTLER COUNTY HEALTH CARE CENTER,DAVID CITY,NE,BUTLER,OPEN,CRITICAL ACCESS
5726,ANN & ROBERT H LURIE CHILDREN'S HOSPITAL OF CHICAGO,CHICAGO,IL,COOK,OPEN,CHILDREN
5727,LOCK HAVEN HOSPITAL,LOCK HAVEN,PA,CLINTON,OPEN,GENERAL ACUTE CARE
5728,BUCKTAIL MEDICAL CENTER,RENOVO,PA,CLINTON,OPEN,GENERAL ACUTE CARE
5729,ST LUKE'S MINERS MEMORIAL HOSPITAL,COALDALE,PA,SCHUYLKILL,OPEN,GENERAL ACUTE CARE
5730,CAPTAIN JAMES A. LOVELL FEDERAL HEALTH CARE CENTER,NORTH CHICAGO,IL,LAKE,OPEN,MILITARY
5731,"GARFIELD PARK HOSPITAL, LLC",CHICAGO,IL,COOK,OPEN,PSYCHIATRIC
5732,HOSPITAL OF FOX CHASE CANCER CENTER,PHILADELPHIA,PA,PHILADELPHIA,OPEN,GENERAL ACUTE CARE
5733,PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE RESURRECTION MEDICAL CENTER,CHICAGO,IL,COOK,OPEN,GENERAL ACUTE CARE
5734,ARIA HEALTH FRANKFORD,PHILADELPHIA,PA,PHILADELPHIA,OPEN,GENERAL ACUTE CARE
5735,KINDRED HOSPITAL - PHILADELPHIA,PHILADELPHIA,PA,PHILADELPHIA,OPEN,LONG TERM CARE
5736,HAHNEMANN UNIVERSITY HOSPITAL,PHILADELPHIA,PA,PHILADELPHIA,OPEN,GENERAL ACUTE CARE
5737,ST JOSEPHS HOSPITAL,BREESE,IL,CLINTON,OPEN,GENERAL ACUTE CARE
5738,ANTELOPE MEMORIAL HOSPITAL,NELIGH,NE,ANTELOPE,OPEN,CRITICAL ACCESS
5739,KIMBALL HEALTH SERVICES,KIMBALL,NE,KIMBALL,OPEN,CRITICAL ACCESS
5740,ST CHRISTOPHERS HOSPITAL FOR CHILDREN,PHILADELPHIA,PA,PHILADELPHIA,OPEN,CHILDREN
5741,GOOD SHEPHERD PENN PARTNERS SPECIALTY HOSPITAL AT RITTENHOUSE,PHILADELPHIA,PA,PHILADELPHIA,OPEN,LONG TERM CARE
5742,FAIRMOUNT BEHAVIORAL HEALTH SYSTEMS,PHILADELPHIA,PA,PHILADELPHIA,OPEN,PSYCHIATRIC
5743,VAN WERT COUNTY HOSPITAL,VAN WERT,OH,VAN WERT,OPEN,GENERAL ACUTE CARE
5744,ATRIUM MEDICAL CENTER,FRANKLIN,OH,WARREN,OPEN,GENERAL ACUTE CARE
5745,MARIETTA MEMORIAL HOSPITAL,MARIETTA,OH,WASHINGTON,OPEN,GENERAL ACUTE CARE
5746,MERCY HOSPITAL WALDRON,WALDRON,AR,SCOTT,OPEN,GENERAL ACUTE CARE
5747,ARKANSAS STATE HOSPITAL,LITTLE ROCK,AR,PULASKI,OPEN,PSYCHIATRIC
5748,CONEMAUGH MEYERSDALE MEDICAL CENTER,MEYERSDALE,PA,SOMERSET,OPEN,GENERAL ACUTE CARE
5749,FIRST HOSPITAL WYOMING VALLEY,KINGSTON,PA,LUZERNE,OPEN,PSYCHIATRIC
5750,GEISINGER WYOMING VALLEY MEDICAL CENTER,WILKES-BARRE,PA,LUZERNE,OPEN,GENERAL ACUTE CARE
5751,WILKES-BARRE VETERANS AFFAIRS MEDICAL CENTER,WILKES-BARRE,PA,LUZERNE,OPEN,MILITARY
